type;source_sentence;target_sentence;generated_text;score
0;U poliandrycznych płatkonogów jest odwrotnie: mniej atrakcyjnie ubarwione samce wybierają jaskrawiej ubarwione samice.;U poliandrycznych płatkonogów jest odwrotnie: mniej atrakcyjnie ubarwione samce wybierają jaskrawiej ubarwione samice.;U poliandrycznych płatkonogów jest odwrotnie: mniej atrakcyjnie ubarwione samce wybierają jaskrawiej ubarwione samice.;1
0;Szacowana długość życia to 73 lata, dostęp do służby zdrowia jest powszechny w dużych miastach, ale ograniczony na prowincjach.;Szacowana długość życia to 73 lata, dostęp do służby zdrowia jest powszechny w dużych miastach, ale ograniczony na prowincjach.;Szacowana długość życia to 73 lata, dostęp do służby zdrowia jest powszechny w dużych miastach, ale ograniczony na prowincjach.;1
0;Dostępność zależy od rodzaju.;Dostępność zależy od rodzaju.;Dostępność zależy od rodzaju.;1
0;Podczas II wojny światowej latem 1941 roku Smoleńsk został zdobyty w bitwie i prawie w całości zniszczony.;Podczas II wojny światowej latem 1941 roku Smoleńsk został zdobyty w bitwie i prawie w całości zniszczony.;Podczas II wojny światowej latem 1941 roku Smoleńsk został zdobyty w bitwie i prawie w całości zniszczony.;1
0;Powietrzem nie są wypełnione tylko kości dłoni, czaszki, miednicy i przedramienia.;Powietrzem nie są wypełnione tylko kości dłoni, czaszki, miednicy i przedramienia.;Powietrzem nie są wypełnione tylko kości dłoni, czaszki, miednicy i przedramienia.;1
0;Analiza kladystyczna razem z innymi nowoczesnymi technikami pomogła poradzić sobie z często niekompletnym, fragmentarycznym zapisem kopalnym.;Analiza kladystyczna razem z innymi nowoczesnymi technikami pomogła poradzić sobie z często niekompletnym, fragmentarycznym zapisem kopalnym.;Analiza kladystyczna razem z innymi nowoczesnymi technikami pomogła poradzić sobie z często niekompletnym, fragmentarycznym zapisem kopalnym.;1
0;Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.;Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.;Występuje około 100 gatunków mchów i 25 gatunków wątrobowców, ale tylko dwa rodzime gatunki roślin naczyniowych, z których oba rosną na Półwyspie Antarktycznym.;1
1;Naczelnik ulicznych rzeźników wykrzywił twarz.;Osoba naczelnicza ulicznych osób rzeźniczych wykrzywił twarz.;Osoba Naczelnicza ulicznych osób rzeźniczych wykrzywiła twarz.;1
1;Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi polityków.;Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi osób polityckich.;Ale dostrzegam i inny, bardzo aktualny kontekst tego pytania: w jakim stopniu pozycja złotego zależy od wypowiedzi osób polityckich.;1
1;Martyna Rux, autorka programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.;Martyna Rux, osoba autorska programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.;Martyna Rux, osoba autorska programu, obiecała, że ta piękna rzeźba stać będzie w redakcji na honorowym miejscu.;1
1;Wicepremier Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.;Osoba wicepremierska Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.;Osoba wicepremerska Roman Malinowski pyta o rozmiary sił i środków niezbędnych dla przeprowadzenia tej akcji i czy możliwe będzie zbudowanie tych przegród na Wiśle do 15 bm.;0
1;Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie żołnierze potrzebowaliby z pięćdziesięciu ludzi.;Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie osoby żołnierskie potrzebowałyby z pięćdziesięciu ludzi.;Zresztą dolina przechodziła dalej w ciągnącą się ze dwa kilometry i porośniętą sosnowym borem rozpadlinę, na której zamknięcie osoby żołnierskie potrzebowaliby z pięćdziesięciu ludzi.;1
0;Nazajutrz znowu przyszedł.;Nazajutrz znowu przyszedł.;Nazajutrz znowu przyszedł.;1
0;AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.;AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.;AABB (axis-aligned bounding box) – w przypadku kiedy bounding box umieszczony jest zgodnie z osiami układu współrzędnych, w którym wyrażony jest obiekt.;1
0;Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.;Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.;Wielka Brytania lub Zjednoczone Królestwo (ang. United Kingdom), oficjalnie Zjednoczone Królestwo Wielkiej Brytanii i Irlandii Północnej (ang. United Kingdom of Great Britain and Northern Ireland) – państwo wyspiarskie w Europie Zachodniej, w skład którego wchodzą: Anglia, Walia i Szkocja położone na wyspie Wielka Brytania oraz Irlandia Północna leżąca w północnej części wyspy Irlandia.;1
1;Robią to dziewiarze na dziewiarskich maszynach.;Robią to osoby dziewiarskie na dziewiarskich maszynach.;Robią to osoby dziewiarskie na dziewiarskich maszynach.;1
1;"Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako publicysta.";"Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako osoba publicystyczna.";"Z początkiem 1889 roku wiąże się z ""Kurierem Lwowskim”, gdzie przez dwanaście lat pracuje jako osoba publicystyczna.";1
1;Lecz trzeba być w zgodzie z kompozytorem.;Lecz trzeba być w zgodzie z osobą kompozytorską.;Lecz trzeba być w zgodzie z osobą kompozytorską.;1
0;Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.;Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.;Początkowo liczono też na znajdujące się w sąsiedztwie Bristolu niewielkie złoża węgla, lecz ich wydobycie okazało się nieopłacalne, choć powstało niewiele kopalń.;1
0;Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).;Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).;Osobom, które spędziły w Antarktyce dwa sześciomiesięczne sezony, przysługuje okucie ze słowami Wintered Over („przezimował”).;1
0;Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.;Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.;Niebieski bywa też postrzegany jako symbol przywiązania do tradycji.;1
0;Wielka Brytania jest ojczyzną masonerii.;Wielka Brytania jest ojczyzną masonerii.;Wielka Brytania jest ojczyzną masonerii.;1
1;Razem z nimi pojawiła się również amerykańska pielęgniarka, która przez jakiś czas będzie pomagać w opiece nad dziećmi.;Razem z nimi pojawiła się również amerykańska osoba pielęgniarska, która przez jakiś czas będzie pomagać w opiece nad dziećmi.;Razem z nimi pojawiła się również amerykańska osoba pielęgniarska, która przez jakiś czas będzie pomagać w opiece nad dziećmi.;1
0;Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.;Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.;Wizja nieptasich dinozaurów jako jednorodnie gigantycznych jest jednak nieprawdziwa, wynika z większej tendencji do zachowywania się dużych kości.;1
0;Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.;Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.;Ametyst z mlecznym wnętrzem zwany jest jodełką ametystu.;1
0;Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.;Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.;Wyspa składa się z pięciu regionów podzielonych na 34 prefektury.;1
1;I nie ma takiej siły, która zmusiłaby aktorkę do rozstania z dzieckiem choćby na jeden dzień.;I nie ma takiej siły, która zmusiłaby osobę aktorską do rozstania z dzieckiem choćby na jeden dzień.;I nie ma takiej siły, która zmusiłaby osobę aktorską do rozstania z dzieckiem choćby na jeden dzień.;1
1;"Scenarzysta ""House of Cards"" zekranizuje ""Wojnę i pokój""";"Osoba scenopisarska ""House of Cards"" zekranizuje ""Wojnę i pokój""";"Osoba scenopisarska ""House of Cards"" zekranizuje ""Wojnę i pokój""";1
0;Wiele brytyjskich miast jest znanych ze swojej muzyki.;Wiele brytyjskich miast jest znanych ze swojej muzyki.;Wiele brytyjskich miast jest znanych ze swojej muzyki.;1
1;Właścicielka 3 aptek we Wrocławiu, 72-letnia farmaceutka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.;Właścicielka 3 aptek we Wrocławiu, 72-letnia osoba farmaceucka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.;Osoba właścicielska 3 aptek we Wrocławiu, 72-letnia osoba farmaceucka w ciągu zaledwie 5 lat sprzedała w swoich placówkach 200 tysięcy opakowań leków z pseudoefedryną.;1
0;— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.;— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.;— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.;1
1;- Baczyw ty? – zwrócił się wąsaty do atamana, łypiąc groźnie na wijącego się w ich uściskach Kolę.;- Baczyw ty? – zwrócił się wąsaty do osoby atamańskiej, łypiąc groźnie na wijącego się w ich uściskach Kolę.;- Baczyw ty? – zwrócił się wąsaty do atamana, łypiąc groźnie na wijącego się w ich uściskach Kolę.;0
0;Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.;Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.;Elementami symetrii budowy kryształów są: płaszczyzny symetrii, osie symetrii, środek symetrii.;1
1;Przedwojenny etnograf, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.;Przedwojenna osoba zajmująca się etnografią, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.;Przedwojenna osoba zajmująca się etnografią, Roman Reinfuss twierdzi, że nazwa ta, która w nauce ma charakter pojęcia etnograficznego, w poczuciu ludu ma zabarwienie polityczne.;1
1;Nic, bo tu nie Rosja ani nie USA - Prezydent może niewiele.;Nic, bo tu nie Rosja ani nie USA - Osoba Prezydencka może niewiele.;Nic, bo tu nie Rosja ani nie USA - Osoba prezydencka może niewiele.;1
0;Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.;Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.;Od około VII wieku, związek między Walią a północnym obszarem Anglii został utracony, przez co zasięg języka walijskiego ograniczony został do Walii, gdzie arturiańska legenda była dalej rozwijana przez Geoffreya z Monmouth.;1
1;We wrześniu 1943 r. w Mińsku partyzanci radzieccy zgładzili, detonując bombę, szczególnie znienawidzonego komisarza Rzeszy na Białoruś Wilhelma Kubego.;We wrześniu 1943 r. w Mińsku osoby partyzanckie radzieckie zgładziły, detonując bombę, szczególnie znienawidzoną osobę komisarską Rzeszy na Białoruś Wilhelma Kubego.;We wrześniu 1943 r. w Mińsku osoby partyzanckie radzieckie zgładziły, detonując bombę, szczególnie znienawidzoną osobę komisarską Rzeszy na Białoruś Wilhelma Kubego.;1
1;"Kto z państwa senatorów jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".";"Kto z państwa osób senatorskich jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".";"Kto z państwa osób senatorskich jest za przyjęciem poprawek: dwudziestej trzeciej, dwudziestej szóstej, trzydziestej szóstej i czterdziestej, proszę o naciśnięcie przycisku ""za"".";1
0;Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.;Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.;Sylwetka ćmy jest krępa, lecz niewielkich rozmiarów.;1
0;Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.;Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.;Stegozaury zaczęły wymierać w późnej kredzie wczesnej bądź we wczesnej kredzie późnej.;1
0;Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.;Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.;Teoria impaktu przyciągnęła szerszą uwagę po pracy z 1980.;1
0;Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.;Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.;Berlin – Gdańsk – Elbląg – Tołpaki – Mińsk.;1
1;Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością inkwizytora, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.;Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością osoby inkwizytorskiej, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.;Jego maksymalizm etyczny, każący mu zohydzać co tylko zohydzić się daje, nie jest tożsamy z surowością inkwizytora, palącego na stosie zatrute (lub napisane zatrutą ręką) dzieła.;0
0;Po trochu ją tylko, jak masła na chleb, na łopatę brał.;Po trochu ją tylko, jak masła na chleb, na łopatę brał.;Po trochu ją tylko, jak masła na chleb, na łopatę brał.;1
0;Nareszcie doliczyli się jakoś.;Nareszcie doliczyli się jakoś.;Nareszcie doliczyli się jakoś.;1
0;Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).;Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).;Konsensus podaje, że uderzenie wywołało wymierania zarówno w sposób bezpośredni (poprzez ciepło na skutek zderzenia), jak i pośredni (poprzez obejmujące całą kulę ziemską ochłodzenie spowodowane materiałem wybitym z krateru, który odbijał promieniowanie słoneczne).;1
1;Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczny demograf ma rację?;Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trzecia ludzkości, dowodzi, że XIX-wieczna osoba zajmująca się demografią ma rację?;Czy zatem sytuacja dwóch najludniejszych krajów, gdzie mieszka więcej niż jedna trcia ludzkości, dowodzi, że XIX-wieczny demograf ma rację?;0
1;Ta wróżbitka wie wszystko na Twój temat!;Ta osoba wróżbicka wie wszystko na Twój temat!;Ta osoba wróżbitska wie wszystko na Twój temat!;1
1;Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz słuchaczom w ugruntowaniu zdobywanej wiedzy teoretycznej.;Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz osobom słuchackim w ugruntowaniu zdobywanej wiedzy teoretycznej.;Wiele z tych eksponatów przywędrowało do Szkoły z okrętów - pomagają teraz osobom słuchackich w ugruntowaniu zdobywanej wiedzy teoretycznej.;1
1;"""Wysokie obcasy"" zatytułowały reportaż o pani: ""Przyjaciółka prezydenta"".";"""Wysokie obcasy"" zatytułowały reportaż o pani: “Osoba przyjacielska osoby prezydenckiej"".";"""Wysokie obcasy"" zatytułowały reportaż o pani: ""Przyjaciółka osoby prezydenckiej"".";1
0;Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.;Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.;Wydaje się prawdopodobne, że wszystkie dinozaury opiekowały się swym potomstwem przez pewien czas przed i niedługo po wykluciu.;1
1;Dla Pekinu dysydent za granicą jest lepszy niż dysydent w więzieniu: pozostaje praktycznie nieszkodliwy, a nikt nie upomina się o jego uwolnienie.;Dla Pekinu osoba dysydncka za granicą jest lepsza niż osoba dysydencka w więzieniu: pozostaje praktycznie nieszkodliwa, a nikt nie upomina się o jej uwolnienie.;Dla Pekinu osoba dysydencka za granicą jest lepsza niż osoba dysydencka w więzieniu: pozostaje praktycznie nieszkodliwa, a nikt nie upomina się o jego uwolnienie.;1
0;Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.;Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.;Byłem we drzwiach, kiedy mnie zawołała raz jeszcze.;1
1;Przyjęcie w poczet studentów uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.;Przyjęcie w poczet osób studenckich uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.;Przyjęcie w poczet osób studenckich uczelni zawodowej następuje z chwilą immatrykulacji i złożenia ślubowania, którego treść określa statut.;1
0;Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.;Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.;Cechą charakterystyczną fauny antarktycznej jest brak rodzimych kręgowców całkowicie lądowych.;1
0;Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.;Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.;Następnie unoszenie skrzydeł ku górze powoduje obniżenie tułowia, ale pióra wyginają się wówczas w dół, a więc ich ruch wytwarza również siłę ciągu.;1
1;O sprawach tych rozmawiał ambasador Harriman z Mołotowem 25 kwietnia i 3 czerwca.;O sprawach tych rozmawiała osoba ambasadorska Harriman z Mołotowem 25 kwietnia i 3 czerwca.;O sprawach tych rozmawiała osoba ambasadorska Harriman z Mołotowem 25 kwietnia i 3 czerwca.;1
1;W najbliższych miesiącach PKP mogą nie mieć czym płacić kolejarzom.;W najbliższych miesiącach PKP mogą nie mieć czym płacić osobom kolejarskim.;W najbliższych miesiącach PKP mogą nie mieć czym płacić osobom kolejarskim.;1
1;Później policjantom powiedział, że dzwonił na pogotowie.;Później osobom policjanckim powiedział, że dzwonił na pogotowie.;Później osobom policjanckim powiedział, że dzwonił na pogotowie.;1
1;Bo wtedy nie można by wszystkiego zwalić na trzy kasjerki, drukarza i Piotra C. – pośrednika.;Bo wtedy nie można by wszystkiego zwalić na trzy osoby kasjerskie, osobę drukarską i Piotra C. – osobę pośredniczącą.;Bo wtedy nie można by wszystkiego zwalić na trzy osoby kasjerskie, drukarskie i Piotra C. – osoby pośredniczej.;1
0;Świecie – Poznań – Wrocław.;Świecie – Poznań – Wrocław.;Świecie – Poznań – Wrocław.;1
0;Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.;Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.;Jesion (Fraxinus excelsior) – drewno ciężkie, wytrzymałe i elastyczne.;1
0;Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.;Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.;Kraina ta (jej rumuńska część) bywa niekiedy traktowana jak część Siedmiogrodu.;1
0;Nie wy jedni na świecie.;Nie wy jedni na świecie.;Nie wy jedni na świecie.;1
0;Z błyszczącymi oczyma czekała matka.;Z błyszczącymi oczyma czekała matka.;Z błyszczącymi oczyma czekała matka.;1
0;Uniwersytet Bristolski – Victoria Rooms.;Uniwersytet Bristolski – Victoria Rooms.;Uniwersytet Bristolski – Victoria Rooms.;1
0;Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.;Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.;Gilla i Wrighta Birds of the World: Recommended English Names wydana w 2006 z ramienia IOC i na bieżąco uaktualniana na stronie internetowej.;1
0;Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.;Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.;Lista dróg opracowana na podstawie materiału źródłowego Mapa tras europejskich.;1
0;Leży nad rzeką Avon, ulegającą pływom morskim.;Leży nad rzeką Avon, ulegającą pływom morskim.;Leży nad rzeką Avon, ulegającą pływom morskim.;1
0;Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.;Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.;Poszła gorsza matczyna suknia, poszedł zegar, poszła balia, a kiedy i płaszcz ojca granatowy poszedł, straciłem zupełnie wiarę w te rzeczy, które są raz na całe życie, zwłaszcza po niedawnym doświadczeniu z żelazkiem.;1
0;Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:;Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:;Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:;1
1;- Prokuratura i policja kończy szacowanie strat - twierdzi rzecznik.;- Prokuratura i policja kończy szacowanie strat - twierdzi osoba rzecznicza.;- Prokuratura i policja kończy szacowanie strat - twierdzi osoba rzecznicza.;1
1;Jeden z kurierów, który miał wypadek motocyklowy, miał na nodze specjalne metalowe rusztowanie, w którym przemycał kilka kilogramów heroiny.;Jedna z osób kurierskich, która miała wypadek motocyklowy, miała na nodze specjalne metalowe rusztowanie, w którym przemycała kilka kilogramów heroiny.;Jedna z osób kurierskich, która miała wypadek motocyklowy, miała na nodze specjalne metalowe rusztowanie, w którym przemycał kilka kilogramów heroiny.;1
1;Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy psycholog.;Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy osoba psychologiczna.;Niezależnie więc od tego, co tak naprawdę myślą o Dziwiszu, liczą, że spłynie na nich publiczna łaska papieża - tłumaczy osoba psychologiczna.;1
0;W osadach jezior żyją bakterie i archeony.;W osadach jezior żyją bakterie i archeony.;W osadach jezior żyją bakterie i archeony.;1
1;Teraz już przede mną tylko jeden kolejarz, jeden dziennikarz, a szofer wczoraj poleciał jak na skrzydłach.;Teraz już przede mną tylko jedna osoba kolejarska, jedna dziennikarska, a osoba szoferska wczoraj poleciała jak na skrzydłach.;Teraz już przede mną tylko jedna osoba kolejarska, jedna osoba dziennikarska, a osoba szoferska wczoraj poleciała jak na skrzydłach.;1
1;14.01.1928 urodził się Tadeusz Dominik - jeden z najwybitniejszych malarzy polskich.;14.01.1928 urodził się Tadeusz Dominik - jedna z najwybitniejszych polskich osób malarskich.;14.01.1928 urodził się Tadeusz Dominik - jeden z najwybitniejszych osób malarskich polskich.;1
0;Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.;Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.;Wskutek różnic w sposobach żeglowania wielkie ptaki morskie nie mogą dokonywać dłuższych przelotów nad lądami, a wielkie ptaki lądowe z trudnością przelatują większe przestrzenie mórz.;1
1;I stąd być może - jak piszą zagraniczni dziennikarze - seria brutalnych morderstw.;I stąd być może - jak piszą zagraniczne osoby dziennikarskie - seria brutalnych morderstw.;I stąd być może - jak piszą zagraniczni osoby dziennikarskie - seria brutalnych morderstw.;1
1;"W trakcie przesłuchania tancerz ""Hyrnych"" nie przyznał się do zarzucanych mu czynów, często zasłaniał się brakiem pamięci.";"W trakcie przesłuchania osoba tancerska ""Hyrnych"" nie przyznała się do zarzucanych jej czynów, często zasłaniała się brakiem pamięci.";"W trakcie przesłuchania osoba tancerska ""Hyrnych"" nie przyznała się do zarzucanych mu czynów, często zasłaniała się brakiem pamięci.";1
1;Pojawią się też m.in. laureat nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska pianistka reprezentująca USA - Bella Davidovich.;Pojawią się też m.in. laureat nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska osoba pianistyczna reprezentująca USA - Bella Davidovich.;Pojawią się też m.in. osoba laureacka nagrody za najlepsze nagranie Roku Chopinowskiego - Emanuel Ax i rosyjska osoba pianistyczna reprezentująca USA - Bella Davidovich.;1
1;Bo przez tych ludzi, których spotkałem, pracując jako psychoterapeuta, poznałem potem Michała Lorenca.;Bo przez tych ludzi, których spotkałem, pracując jako osoba psychoterapeucka, poznałem potem Michała Lorenca.;Bo przez tych ludzi, których spotkałem, pracując jako osoba psychoterapeucka, poznałem potem Michała Lorenca.;1
1;- Sekretarz pokazał swój lwi pazur - komentował potem Zdzich.;- Osoba sekretarska pokazał swój lwi pazur - komentował potem Zdzich.;- Osoba sekretarska pokazała swój lwi pazur - komentowała potem Zdzich.;1
0;Nie było dużych drapieżników.;Nie było dużych drapieżników.;Nie było dużych drapieżników.;1
