type,source_sentence,target_sentence
0,"— Pamiętam, serce — rzekła matka z cicha.","— Pamiętam, serce — rzekła matka z cicha."
0,"— Albo to, pamiętasz? To ci było w Trójcę, na odpuście, na Solcu","— Albo to, pamiętasz? To ci było w Trójcę, na odpuście, na Solcu"
0,— Pamiętam — szepnęła matka.,— Pamiętam — szepnęła matka.
0,"— Miałaś wtedy tę różową w kratkę suknię, i okrutnie mi się potem bez ciebie cniło, coś ze trzy dni — mówił ojciec miękkim głosem. — A to, Anulka?","— Miałaś wtedy tę różową w kratkę suknię, i okrutnie mi się potem bez ciebie cniło, coś ze trzy dni — mówił ojciec miękkim głosem. — A to, Anulka?"
0,Tego nie wiem.,Tego nie wiem.
0,"— Jak to nie wiesz? To przecie było na Woli.","— Jak to nie wiesz? To przecie było na Woli."
0,— A prawda! — szepnęła matka.,— A prawda! — szepnęła matka.
0,Ojciec grał dalej.,Ojciec grał dalej.
0,"Harmonijkę na kolanie trzymał, rozciągał ją i zesuwał, a po klapeczkach drobniutko palcami przebierał.","Harmonijkę na kolanie trzymał, rozciągał ją i zesuwał, a po klapeczkach drobniutko palcami przebierał."
0,"Jak żyję, nie słyszałem piękniejszej muzyki.","Jak żyję, nie słyszałem piękniejszej muzyki."
0,— Anulka!,— Anulka!
0,A to? Jakże?,A to? Jakże?
0,"— Pamiętam, Filipku! — mówiła matka — to było tej niedzieli, kiedyś na zapowiedzi dał.","— Pamiętam, Filipku! — mówiła matka — to było tej niedzieli, kiedyś na zapowiedzi dał."
0,W Czerniakowie my byli z nieboszczką matką,W Czerniakowie my byli z nieboszczką matką
0,— Po miesiącuśmy już wracali — dodał ojciec. — Graliśmy w zielone,— Po miesiącuśmy już wracali — dodał ojciec. — Graliśmy w zielone
0,— A jak wtedy bez pachniał A co słowików śpiewało,— A jak wtedy bez pachniał A co słowików śpiewało
0,— A jaka ty wtedy śliczna była Jak ta róża w kwiecie,— A jaka ty wtedy śliczna była Jak ta róża w kwiecie
0,Felek szturchnął mnie w żebro.,Felek szturchnął mnie w żebro.
0,"— A jak ty wtedy grał, serce Jak ty grał","— A jak ty wtedy grał, serce Jak ty grał"
0,"Uśmiechnęła się, westchnęła, zdawała się zasypiać.","Uśmiechnęła się, westchnęła, zdawała się zasypiać."
0,Ojciec i teraz grał ślicznie.,Ojciec i teraz grał ślicznie.
0,"Z początku wesoło, raźnie, jak gdyby do tańca, same nogi nam podrygiwały.","Z początku wesoło, raźnie, jak gdyby do tańca, same nogi nam podrygiwały."
0,"Potem, jakby się do tej wesołości co przymieszało, coraz smutniej, jakoby do płaczu, tak że i Felek pięścią oczy raz i drugi wytarł; aż rozciągnął ojciec harmonijkę razem ze stron obu i dobył z niej głos tak żałosny, jak na organach kiedy umarłemu grają.","Potem, jakby się do tej wesołości co przymieszało, coraz smutniej, jakoby do płaczu, tak że i Felek pięścią oczy raz i drugi wytarł; aż rozciągnął ojciec harmonijkę razem ze stron obu i dobył z niej głos tak żałosny, jak na organach kiedy umarłemu grają."
0,Matka spała.,Matka spała.
0,"Często na nią teraz przychodził sen taki, jakby nagle kto makiem oczy jej posypał.","Często na nią teraz przychodził sen taki, jakby nagle kto makiem oczy jej posypał."
0,"A budziła się potem osłabła, blada, z zimnym potem na wychudłej twarzy.","A budziła się potem osłabła, blada, z zimnym potem na wychudłej twarzy."
0,"Posiedział tedy ojciec ze zwieszoną głową, posiedział, po czym, westchnąwszy, wstał, harmonijkę w ową czarną chustczynę owinął, pod pachę ją wsadził, a nasunąwszy czapkę, na palcach wyszedł.","Posiedział tedy ojciec ze zwieszoną głową, posiedział, po czym, westchnąwszy, wstał, harmonijkę w ową czarną chustczynę owinął, pod pachę ją wsadził, a nasunąwszy czapkę, na palcach wyszedł."
0,"Kiedyśmy się we trzech na sienniku pod matczyną chustką znaleźli, trącił mnie Felek w bok i rzekł półgłosem:","Kiedyśmy się we trzech na sienniku pod matczyną chustką znaleźli, trącił mnie Felek w bok i rzekł półgłosem:"
0,Wicek!,Wicek!
0,A co?,A co?
0,Wiesz? Stary to ci płakał przy tym graniu!,Wiesz? Stary to ci płakał przy tym graniu!
0,"— Dalibóg! — przysiągł Felek, palnąwszy się pięścią w piersi, aż mu w nich coś jękło.","— Dalibóg! — przysiągł Felek, palnąwszy się pięścią w piersi, aż mu w nich coś jękło."
0,"Przecieżem nie ślepy, widziałem.","Przecieżem nie ślepy, widziałem."
0,"Tylko mu te łzy po wąsach kapały","Tylko mu te łzy po wąsach kapały"
0,— A cóż chcesz! — dodał po chwili — jak sobie człowiek tak wszystko jedno po drugim rozpomni,— A cóż chcesz! — dodał po chwili — jak sobie człowiek tak wszystko jedno po drugim rozpomni
0,"Westchnął ciężko, poleżał chwilę cicho i na bok się do pieca odwrócił.","Westchnął ciężko, poleżał chwilę cicho i na bok się do pieca odwrócił."
0,"Zaraz potem usłyszałem jego chrapanie.","Zaraz potem usłyszałem jego chrapanie."
0,"Ojciec tego wieczora późno do domu wrócił, ale przyniósł matce lekarstwo, ogień rozpalił i zrobił herbaty.","Ojciec tego wieczora późno do domu wrócił, ale przyniósł matce lekarstwo, ogień rozpalił i zrobił herbaty."
0,"Długo tej nocy usnąć nie mogłem, a w głowie ciągle mi coś grało to smutnie, to wesoło.","Długo tej nocy usnąć nie mogłem, a w głowie ciągle mi coś grało to smutnie, to wesoło."
0,Śniły mi się też różności do białego rana.,Śniły mi się też różności do białego rana.
0,"A to że ogród jest w izbie i że bez na piecu kwitnie, a to że w sieni słowiki śpiewają, a to że na ścianie, tam gdzie dawniej zegar wisiał, teraz stoi srebrny księżyc w pełni","A to że ogród jest w izbie i że bez na piecu kwitnie, a to że w sieni słowiki śpiewają, a to że na ścianie, tam gdzie dawniej zegar wisiał, teraz stoi srebrny księżyc w pełni"
0,"Kiedym się obudził, Felek już stał na sienniku i zapinał pasek na opadających go porciętach.","Kiedym się obudził, Felek już stał na sienniku i zapinał pasek na opadających go porciętach."
0,"Przez otwartą, srodze połataną koszulę sterczały mu wychudzone żebra, z kołnierza wychylała się szyja cienka, jak u wróbla, a niezmiernie chude nogi czyniły go znacznie wyższym, niż był w istocie.","Przez otwartą, srodze połataną koszulę sterczały mu wychudzone żebra, z kołnierza wychylała się szyja cienka, jak u wróbla, a niezmiernie chude nogi czyniły go znacznie wyższym, niż był w istocie."
0,"— Felek! — zawołałem. — Cóżeś ty, tak jak tyka, przez ten miesiąc urósł?","— Felek! — zawołałem. — Cóżeś ty, tak jak tyka, przez ten miesiąc urósł?"
0,"— Głupi! — rozśmiał się Felek. — Ja tylko tak się wyciągam, żeby brzuch mniejszy był.","— Głupi! — rozśmiał się Felek. — Ja tylko tak się wyciągam, żeby brzuch mniejszy był."
0,"Wyciągnął się przede mną, jak struna.","Wyciągnął się przede mną, jak struna."
0,— A co? — zapytał.,— A co? — zapytał.
0,"— A to wyglądasz, jak śledź marynowany.","— A to wyglądasz, jak śledź marynowany."
0,— To dobrze! — zawołał Felek. — Walę na pajaca.,— To dobrze! — zawołał Felek. — Walę na pajaca.
0,A kiedym się śmiał:,A kiedym się śmiał:
0,"— A co? — rzekł — zły chleb, myślisz?","— A co? — rzekł — zły chleb, myślisz?"
0,"I, trzasnąwszy się rękami po udach, w górę wyskoczył, kozła w powietrzu przewrócił, po czym na cztery łapy, jak kot, cicho padł.","I, trzasnąwszy się rękami po udach, w górę wyskoczył, kozła w powietrzu przewrócił, po czym na cztery łapy, jak kot, cicho padł."
0,"— Wiesz? — rzekł — to przez tego pędraka takem się wyciągnął — i wskazał głową na Piotrusia, który zwykle najwcześniej się budził, i do garnka patrzeć szedł, czy tam czego od wczoraj nie znajdzie.","— Wiesz? — rzekł — to przez tego pędraka takem się wyciągnął — i wskazał głową na Piotrusia, który zwykle najwcześniej się budził, i do garnka patrzeć szedł, czy tam czego od wczoraj nie znajdzie."
0,"— Jak idziem do ochrony — mówił dalej Felek — to ci całą drogę skomle, że głodny.","— Jak idziem do ochrony — mówił dalej Felek — to ci całą drogę skomle, że głodny."
0,"Muszę ci mu co dzień pół mego chleba fasować, żeby cicho był.","Muszę ci mu co dzień pół mego chleba fasować, żeby cicho był."
0,"— E–e–e? — zapytałem niedowierzająco, czując, że ja bym się może na bohaterstwo takie nie zdobył.","— E–e–e? — zapytałem niedowierzająco, czując, że ja bym się może na bohaterstwo takie nie zdobył."
0,"— Jak Pana Boga kocham! — przysiągł się natychmiast Felek, grzmotnąwszy się kułakiem w suche, jak szczapa, piersi.","— Jak Pana Boga kocham! — przysiągł się natychmiast Felek, grzmotnąwszy się kułakiem w suche, jak szczapa, piersi."
0,"I, patrząc na Piotrusia, który na swoich krótkich, pałąkowatych nogach, z dużym rozdętym ziemniakami brzuchem przez izbę się toczył, wybuchnęliśmy obydwaj szalonym, niepowstrzymanym śmiechem.","I, patrząc na Piotrusia, który na swoich krótkich, pałąkowatych nogach, z dużym rozdętym ziemniakami brzuchem przez izbę się toczył, wybuchnęliśmy obydwaj szalonym, niepowstrzymanym śmiechem."
0,"— Czego wy się tam tak śmiejecie, chłopcy? — zapytała słabym głosem matka.","— Czego wy się tam tak śmiejecie, chłopcy? — zapytała słabym głosem matka."
0,— A to z Piotrusia — odrzekł Felek — że taki gruby,— A to z Piotrusia — odrzekł Felek — że taki gruby
0,"— Gdzie on tam gruby, biedaczysko!","— Gdzie on tam gruby, biedaczysko!"
0,"Z czegóż by on był gruby! — mówiła matka. — Piotruś! — dodała.","Z czegóż by on był gruby! — mówiła matka. — Piotruś! — dodała."
0,"A pójdźże do mamy, sieroto.","A pójdźże do mamy, sieroto."
0,"I uśmiechnęła się do niego, głaszcząc go po głowie, podczas kiedy my obaj dusiliśmy się od śmiechu z tej hecy, jak mówił Felek.","I uśmiechnęła się do niego, głaszcząc go po głowie, podczas kiedy my obaj dusiliśmy się od śmiechu z tej hecy, jak mówił Felek."
0,Wesołość nasza jednak wkrótce zasępiona została.,Wesołość nasza jednak wkrótce zasępiona została.
0,"— Wiesz co, Anulka? — rzekł tego dnia ojciec, siadając na matczynym łóżku.","— Wiesz co, Anulka? — rzekł tego dnia ojciec, siadając na matczynym łóżku."
0,Trza będzie chyba szkapę między ludzi puścić.,Trza będzie chyba szkapę między ludzi puścić.
0,"— Szkapę? — zawołała matka i aż się na łóżku podniosła.","— Szkapę? — zawołała matka i aż się na łóżku podniosła."
0,"Bój się Boga, Filip!","Bój się Boga, Filip!"
0,A toć nas ona wszystkich żywi!,A toć nas ona wszystkich żywi!
0,Ojciec się ciężko na ręku wsparł i wąsy w milczeniu skubał.,Ojciec się ciężko na ręku wsparł i wąsy w milczeniu skubał.
0,"— Żywi, albo i nie żywi! — odezwał się po chwili.","— Żywi, albo i nie żywi! — odezwał się po chwili."
0,"Koło żwiru nijakiej roboty nie ma, piasku też licho co odchodzi, na plecach by to człowiek rozniósł, a tu na każdy dzień sieczki kup, a i otrąb choć z garstkę, boć to owsa nie uwidzi w żłobie; tera pomieszczenie, tera ściółka, a wszystko drogo.","Koło żwiru nijakiej roboty nie ma, piasku też licho co odchodzi, na plecach by to człowiek rozniósł, a tu na każdy dzień sieczki kup, a i otrąb choć z garstkę, boć to owsa nie uwidzi w żłobie; tera pomieszczenie, tera ściółka, a wszystko drogo."
0,Matka jęknęła tylko.,Matka jęknęła tylko.
0,"Struchleliśmy, słuchając.","Struchleliśmy, słuchając."
0,Piotruś oczy na ojca wytrzeszczył i otworzył usta; ja stałem jakby skamieniały.,Piotruś oczy na ojca wytrzeszczył i otworzył usta; ja stałem jakby skamieniały.
0,"Dopiero Felek taką mi sójkę w bok wsadził, że mnie aż zamroczyło.","Dopiero Felek taką mi sójkę w bok wsadził, że mnie aż zamroczyło."
0,"— Słyszysz, Wicek! — krzyknął mi w samo ucho.","— Słyszysz, Wicek! — krzyknął mi w samo ucho."
0,— A toć żem nie głuchy — huknąłem mu w ucho głośniej jeszcze.,— A toć żem nie głuchy — huknąłem mu w ucho głośniej jeszcze.
0,"I zaraz my wylecieli do sieni, bo nas taka żałość zdjęła, że tylko się za łby drzeć.","I zaraz my wylecieli do sieni, bo nas taka żałość zdjęła, że tylko się za łby drzeć."
0,Szkapę kochaliśmy niezmiernie.,Szkapę kochaliśmy niezmiernie.
0,"Jak tylko zapamiętam na świecie, zawsze był ojciec, matka i szkapa.","Jak tylko zapamiętam na świecie, zawsze był ojciec, matka i szkapa."
0,"Felka potem dopiero bociany przyniosły, Piotrusia takoż; ale szkapa należała do rzędu tych istot, które są zawsze.","Felka potem dopiero bociany przyniosły, Piotrusia takoż; ale szkapa należała do rzędu tych istot, które są zawsze."
0,"Są, bo są.","Są, bo są."
0,"Wyobrazić sobie po prostu nie mogłem ani jej początku, ani też jej końca.","Wyobrazić sobie po prostu nie mogłem ani jej początku, ani też jej końca."
0,"Szkapa należała do nas, a my do niej, ani my od niej, ani ona od nas nie mogła się odłączyć.","Szkapa należała do nas, a my do niej, ani my od niej, ani ona od nas nie mogła się odłączyć."
0,"Było to tak naturalnym, żem zgoła nie pojmował innego porządku rzeczy.","Było to tak naturalnym, żem zgoła nie pojmował innego porządku rzeczy."
0,"Kogo by tam brakło w naszej gromadce, to by brakło, ale nigdy szkapy.","Kogo by tam brakło w naszej gromadce, to by brakło, ale nigdy szkapy."
0,Toć to była cała nasza uciecha.,Toć to była cała nasza uciecha.
0,"Kiedy ojciec z rzeki do domu wracał, wybiegaliśmy — gdzie! aż wpół drogi, byle prędzej szkapę zobaczyć.","Kiedy ojciec z rzeki do domu wracał, wybiegaliśmy — gdzie! aż wpół drogi, byle prędzej szkapę zobaczyć."
0,"Co który miał, to jej niósł i do pyska wtykał: kawałek chleba, ziemniak, znalezioną w podwórzu skórkę z cytryny","Co który miał, to jej niósł i do pyska wtykał: kawałek chleba, ziemniak, znalezioną w podwórzu skórkę z cytryny"
0,I szkapa nas kochała bardzo.,I szkapa nas kochała bardzo.
0,"Z daleka już rżała ku nam i przyśpieszała kroku, strzygąc radośnie uszami.","Z daleka już rżała ku nam i przyśpieszała kroku, strzygąc radośnie uszami."
0,"A kiedyśmy ją po szyi, po bokach klepali, rozumiała wybornie tę pieszczotę i, zwiesiwszy łeb swój ciężki, skubała nas po włosach, po kurtkach.","A kiedyśmy ją po szyi, po bokach klepali, rozumiała wybornie tę pieszczotę i, zwiesiwszy łeb swój ciężki, skubała nas po włosach, po kurtkach."
0,"Piotruś zwłaszcza był jej ulubieńcem; po prostu rżała na ojca, żeby go wziął z sobą.","Piotruś zwłaszcza był jej ulubieńcem; po prostu rżała na ojca, żeby go wziął z sobą."
0,"Kiedy ją ojciec wyprzągł, zaczynała się dopiero heca.","Kiedy ją ojciec wyprzągł, zaczynała się dopiero heca."
0,"Natychmiast Felek wskakiwał na jej grzbiet kościsty, od starego chomąta obdarty, i podczas kiedy szkapa zanurzała swój łeb ogromny w głębinach uwiązanego jej u karku worka z chudą sieczką, on, przyklęknąwszy na jedno kolano lub stanąwszy na jednej nodze, wywijał czapką i krzyczał:","Natychmiast Felek wskakiwał na jej grzbiet kościsty, od starego chomąta obdarty, i podczas kiedy szkapa zanurzała swój łeb ogromny w głębinach uwiązanego jej u karku worka z chudą sieczką, on, przyklęknąwszy na jedno kolano lub stanąwszy na jednej nodze, wywijał czapką i krzyczał:"
0,"Nazywa się Feliks Mostowiak, herbu gnat!","Nazywa się Feliks Mostowiak, herbu gnat!"
0,"Je chudy, ale chwat!","Je chudy, ale chwat!"
0,Kto da więcej?,Kto da więcej?
0,"Na to „kto da więcej” wybuchaliśmy tak piekielną wrzawą, że aż ludzie wybiegali z oficyn.","Na to „kto da więcej” wybuchaliśmy tak piekielną wrzawą, że aż ludzie wybiegali z oficyn."
0,"Po Felku gramolił się na szkapę Piotruś; aleśmy go ledwie podsadzić mogli, tak go przeważała rozdęta brzuszyna.","Po Felku gramolił się na szkapę Piotruś; aleśmy go ledwie podsadzić mogli, tak go przeważała rozdęta brzuszyna."
0,"Szkapę z Piotrusiem oprowadzaliśmy w tryumfie po podwórzu, nie dawszy jej spokojnie sieczki owej spożyć, a Felek znów wywijał czapką i wrzeszczał:","Szkapę z Piotrusiem oprowadzaliśmy w tryumfie po podwórzu, nie dawszy jej spokojnie sieczki owej spożyć, a Felek znów wywijał czapką i wrzeszczał:"
0,— A to jest Piotruś herbu szczur!,— A to jest Piotruś herbu szczur!
0,Ma dwie łaty i osiem dziur!,Ma dwie łaty i osiem dziur!
0,Dwóch zębów nie ma na przedzie i na szkapie jedzie!,Dwóch zębów nie ma na przedzie i na szkapie jedzie!
0,Kto da więcej?,Kto da więcej?
0,"Skąd on tu to „kto da więcej” przyczepił, nigdym odgadnąć nie mógł; Felek sam utrzymywał, że to już tak jedno do drugiego pasuje.","Skąd on tu to „kto da więcej” przyczepił, nigdym odgadnąć nie mógł; Felek sam utrzymywał, że to już tak jedno do drugiego pasuje."
0,"I znów wybuchaliśmy szatańską wrzawą, jakby nas nie trzech, ale ze trzydziestu było.","I znów wybuchaliśmy szatańską wrzawą, jakby nas nie trzech, ale ze trzydziestu było."
0,"— Przypatrzta się, moi ludzie, co też te bestie chłopaki Mostowiaków nie wyprawiają z tą kobyłą!","— Przypatrzta się, moi ludzie, co też te bestie chłopaki Mostowiaków nie wyprawiają z tą kobyłą!"
0,"I chwytała się za boki, trzęsąc od śmiechu, aż jej oczy w tłustej twarzy zupełnie ginęły.","I chwytała się za boki, trzęsąc od śmiechu, aż jej oczy w tłustej twarzy zupełnie ginęły."
0,"Ma tu dobrze na świecie być, ma tu Pan Bóg błogosławić, kiedy to ledwo od ziemi odrośnie, a już się rozpusty chwyta!","Ma tu dobrze na świecie być, ma tu Pan Bóg błogosławić, kiedy to ledwo od ziemi odrośnie, a już się rozpusty chwyta!"
0,"Nie poszedłby to jeden z drugim do roboty, do rzemiesła, do książki?","Nie poszedłby to jeden z drugim do roboty, do rzemiesła, do książki?"
0,"W gębę to co wetknąć nie ma, a taką sodomę–gomorę po świecie robi!","W gębę to co wetknąć nie ma, a taką sodomę–gomorę po świecie robi!"
0,"A Felek nuż się w lewo i w prawo kłaniać, buziaki posyłać, aż baba w największej pasji trzasnęła lufcikiem i z okna poszła.","A Felek nuż się w lewo i w prawo kłaniać, buziaki posyłać, aż baba w największej pasji trzasnęła lufcikiem i z okna poszła."
0,"Do szkapy odnosiliśmy wszystkie sprawy życia, o jej względy i łaski ubiegaliśmy się jeden przed drugim.","Do szkapy odnosiliśmy wszystkie sprawy życia, o jej względy i łaski ubiegaliśmy się jeden przed drugim."
0,Ona była ostatnią instancją w naszych sprawach.,Ona była ostatnią instancją w naszych sprawach.
0,"Korzystał z tego Piotruś niecnota, kiedy się za pokrzywdzonego przez nas miał, nie mówił „powiem ojcu” albo: „powiem mamie”, ale: „powiem szkapie”.","Korzystał z tego Piotruś niecnota, kiedy się za pokrzywdzonego przez nas miał, nie mówił „powiem ojcu” albo: „powiem mamie”, ale: „powiem szkapie”."
0,"Tej pogróżki nie lekceważyliśmy bynajmniej; i często gęsto dostał Piotruś jaki kąsek, szczególniej od Felka, byle tylko „nie powiadał szkapie”.","Tej pogróżki nie lekceważyliśmy bynajmniej; i często gęsto dostał Piotruś jaki kąsek, szczególniej od Felka, byle tylko „nie powiadał szkapie”."
0,"Nie mogliśmy bowiem znieść, kiedy tak patrzyła na nas smutnie jednym okiem swoim, podczas kiedy na drugim, ślepym i zbielałym, powieka o siwej rzęsie podnosiła się i opadała z wolna, jak gdyby z wyrzutem","Nie mogliśmy bowiem znieść, kiedy tak patrzyła na nas smutnie jednym okiem swoim, podczas kiedy na drugim, ślepym i zbielałym, powieka o siwej rzęsie podnosiła się i opadała z wolna, jak gdyby z wyrzutem"
0,"— Słysz, Wicek! — mawiał Felek. — Co ta szkapa takiego w tym ślepiu ma, co tak świdruje?","— Słysz, Wicek! — mawiał Felek. — Co ta szkapa takiego w tym ślepiu ma, co tak świdruje?"
0,"A to bym ci wolał, żeby mnie ojciec paskiem przemierzył, niż kiedy ona tak patrzy.","A to bym ci wolał, żeby mnie ojciec paskiem przemierzył, niż kiedy ona tak patrzy."
0,Szkapę czyściliśmy co dzień.,Szkapę czyściliśmy co dzień.
0,Ale nigdy nie obeszło się przy tym bez bijatyki o szczotkę i zgrzebło.,Ale nigdy nie obeszło się przy tym bez bijatyki o szczotkę i zgrzebło.
0,Cośmy jej wtedy sierści nadarli!,Cośmy jej wtedy sierści nadarli!
0,Cośmy naplątali grzywy!,Cośmy naplątali grzywy!
0,"Stała jednak szkapa cierpliwie, zmrużywszy zdrowe oko, i tylko od czasu do czasu machała wypełzłym ogonem, jakby się oganiała od bąków.","Stała jednak szkapa cierpliwie, zmrużywszy zdrowe oko, i tylko od czasu do czasu machała wypełzłym ogonem, jakby się oganiała od bąków."
0,Zaraz po Wielkiejnocy zaczynało się pławienie szkapy.,Zaraz po Wielkiejnocy zaczynało się pławienie szkapy.
0,"Jeszcze woda zimna była, jak lód, a my już zawijamy porcięta — i dalej do rzeki.","Jeszcze woda zimna była, jak lód, a my już zawijamy porcięta — i dalej do rzeki."
0,Jaki to był tryumfalny pochód!,Jaki to był tryumfalny pochód!
0,"Chłopaki z ulicy chcieli z nami lecieć, aleśmy ich odpędzali biczem.","Chłopaki z ulicy chcieli z nami lecieć, aleśmy ich odpędzali biczem."
0,"Dopieroż szkapę wodą chlustać, dopieroż jej pęciny i boki wycierać, dopieroż jej wygwizdywać, jakeśmy to u ojca słyszeli.","Dopieroż szkapę wodą chlustać, dopieroż jej pęciny i boki wycierać, dopieroż jej wygwizdywać, jakeśmy to u ojca słyszeli."
0,"Największa bieda była, kiedy szkapa dla uwolnienia się od nas i naszej opieki parę kroków w wodę dalej poszła.","Największa bieda była, kiedy szkapa dla uwolnienia się od nas i naszej opieki parę kroków w wodę dalej poszła."
0,— Utopi się!,— Utopi się!
0,"Utopi! — wrzeszczał Piotruś i aż siniał i przysiadał na ziemię, obu się rękami brzucha własnego trzymając.","Utopi! — wrzeszczał Piotruś i aż siniał i przysiadał na ziemię, obu się rękami brzucha własnego trzymając."
0,"Brnęliśmy tedy po nią i za ogon ku brzegowi ciągnęli, po czym, zziajani, zmęczeni, wracaliśmy do domu, szkapa naprzód, my za nią, mokrzy, ociekający wodą.","Brnęliśmy tedy po nią i za ogon ku brzegowi ciągnęli, po czym, zziajani, zmęczeni, wracaliśmy do domu, szkapa naprzód, my za nią, mokrzy, ociekający wodą."
0,I tę to naszą kochaną szkapę ojciec by sprzedać miał?,I tę to naszą kochaną szkapę ojciec by sprzedać miał?
0,"Było to w naszym rozumieniu coś, jakby skończenie świata.","Było to w naszym rozumieniu coś, jakby skończenie świata."
0,"Zaraz też, wyleciawszy do sieni, palnąłem Felka w ucho, on mnie na odlew w kark, ja znów, nie bawiący, grzmotnąłem go w plecy, on znów mnie pięścią w bok, aż mi świeczki w oczach stanęły.","Zaraz też, wyleciawszy do sieni, palnąłem Felka w ucho, on mnie na odlew w kark, ja znów, nie bawiący, grzmotnąłem go w plecy, on znów mnie pięścią w bok, aż mi świeczki w oczach stanęły."
0,"Zaczem my się obaj za czupryny chwycili i splątali, jak kłębek, potoczyli razem do progu.","Zaczem my się obaj za czupryny chwycili i splątali, jak kłębek, potoczyli razem do progu."
0,"A taka w nas żałość była, taka z tej żałości srogość, że żaden pary nie puścił, nie pisnął nawet.","A taka w nas żałość była, taka z tej żałości srogość, że żaden pary nie puścił, nie pisnął nawet."
0,Zaraz też nam się po tej dzierce lżej na sercu stało.,Zaraz też nam się po tej dzierce lżej na sercu stało.
0,"Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:","Jużeśmy do izby wrócili, bo zimnisko ze dworu gnało, a ojciec precz jeszcze perswadował matce:"
0,"— Tera ci się za nią siaki taki grosina weźmie; a jak przychudnie, boć już i sieczki ujmuję, to kto co za nią da?","— Tera ci się za nią siaki taki grosina weźmie; a jak przychudnie, boć już i sieczki ujmuję, to kto co za nią da?"
0,"Cóż, Anulka!","Cóż, Anulka!"
0,"Jak se myślisz, serce?","Jak se myślisz, serce?"
0,Matka westchnęła ciężko.,Matka westchnęła ciężko.
0,"I cóż ja se mam myśleć, mój Filipie?","I cóż ja se mam myśleć, mój Filipie?"
0,"Myślę, że nas Bóg ciężko dotknął tą chorobą.","Myślę, że nas Bóg ciężko dotknął tą chorobą."
0,"Myślę, żem ci się kamieniem u szyi stała i do dna cię ciągnę.","Myślę, żem ci się kamieniem u szyi stała i do dna cię ciągnę."
0,"O tych sierotach myślę.","O tych sierotach myślę."
0,Zakryła oczy ręką i zaszlochała głośno.,Zakryła oczy ręką i zaszlochała głośno.
0,Ojciec całował ją po głowie.,Ojciec całował ją po głowie.
0,"— Anulka! Serce! Anulka! — powtarzał, aż nagle sam ryknął płaczem.","— Anulka! Serce! Anulka! — powtarzał, aż nagle sam ryknął płaczem."
0,"— Siarczyste! — mruknął za mną Felek, wycierając oczy kułakiem.","— Siarczyste! — mruknął za mną Felek, wycierając oczy kułakiem."
0,"Kilka dni minęło, a o sprzedaniu szkapy nie było jakoś mowy.","Kilka dni minęło, a o sprzedaniu szkapy nie było jakoś mowy."
0,Matka miała się coraz gorzej.,Matka miała się coraz gorzej.
0,"Jej ciężki, chrypiący kaszel z twardego snu dziecięcego po nocach nas budził.","Jej ciężki, chrypiący kaszel z twardego snu dziecięcego po nocach nas budził."
0,"Raz wraz też zasypiała we dnie, a mimo że się nagle ciepło na świecie zrobiło, febra ją chwilami trzęsła, aż zęby szczękały.","Raz wraz też zasypiała we dnie, a mimo że się nagle ciepło na świecie zrobiło, febra ją chwilami trzęsła, aż zęby szczękały."
0,"Ojciec chodził po izbie zgarbiony, żółty, jakby mu z dziesięć lat życia przybyło, a rękę na nas twardą miał i o byle co do czubów nam sięgał, aleśmy się tam wiele nie nastręczali, dużą część dnia spędzając w stajence.","Ojciec chodził po izbie zgarbiony, żółty, jakby mu z dziesięć lat życia przybyło, a rękę na nas twardą miał i o byle co do czubów nam sięgał, aleśmy się tam wiele nie nastręczali, dużą część dnia spędzając w stajence."
0,"Od kiedy zagroziła nam możność utracenia szkapy, stała się nam ona podwójnie drogą.","Od kiedy zagroziła nam możność utracenia szkapy, stała się nam ona podwójnie drogą."
0,"Rozrzewniało nas teraz każde jej parsknięcie, każde ruszenie ogonem.","Rozrzewniało nas teraz każde jej parsknięcie, każde ruszenie ogonem."
0,"— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko.","— O je! — wołał Piotruś, wpatrzony w nią z zachwytem, gdy zanurzała w żłobie łeb swój wielki, a podniósłszy go, żuła gołą sieczkę, mrużąc zdrowe oko."
0,"— O pije! — wołał, gdy łeb wsadzała do starego wiaderka, aby żłopnąć raz i drugi wody, którąśmy jej przynosili własnoręcznie.","— O pije! — wołał, gdy łeb wsadzała do starego wiaderka, aby żłopnąć raz i drugi wody, którąśmy jej przynosili własnoręcznie."
0,"Ja i Felek siadaliśmy z obu jej stron na żłobie i, machając nogami, przyglądaliśmy się całymi godzinami każdemu jej ruchowi.","Ja i Felek siadaliśmy z obu jej stron na żłobie i, machając nogami, przyglądaliśmy się całymi godzinami każdemu jej ruchowi."
0,"Ziemniaki nawet, któreśmy teraz już co dzień bez okrasy mieli, tuśmy przynosili, aby razem ze szkapą obiad jeść, chociaż dzielić się z nią nie było czym, bo nam samym jakoś się coraz szczuplej dostawało.","Ziemniaki nawet, któreśmy teraz już co dzień bez okrasy mieli, tuśmy przynosili, aby razem ze szkapą obiad jeść, chociaż dzielić się z nią nie było czym, bo nam samym jakoś się coraz szczuplej dostawało."
