,type,source_sentence,target_sentence,generated_text,score,lev
351,0,"Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.","Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.","Pierwsze próby hydrotermalnego uzyskiwania kryształów kwarcu przeprowadzono w połowie XIX w., w wyniku nich uzyskano mikroskopijne kryształy.",1,0.0
357,0,"Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.","Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.","Poprawnie określił on je jako dystalny koniec kości udowej dużego zwierzęcia, stwierdził też, że jest za duży, by należeć do jakiegokolwiek znanego wtedy gatunku.",1,0.0
359,0,"— Co chłopakom po łóżku, Anulka?","— Co chłopakom po łóżku, Anulka?","— Co chłopakom po łóżku, Anulka?",1,0.0
360,0,"W październiku została już tylko – pani, sama jedna.","W październiku została już tylko – pani, sama jedna.","W październiku została już tylko – pani, sama jedna.",1,0.0
364,0,Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.,Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.,Encyklopedia internetowa – kompendium ludzkiej wiedzy zapisane i udostępnione w Internecie.,1,0.0
365,0,Katedra Kanterberyjska.,Katedra Kanterberyjska.,Katedra Kanterberyjska.,1,0.0
366,0,"Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.","Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.","Utłuczony proszek zażywano jak tabakę, co miało oczyścić zatoki i pomóc w pozbyciu się kataru.",1,0.0
367,0,Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.,Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.,Najdłuższe bombardowanie miało miejsce w nocy z 3 na 4 stycznia 1941 i trwało 12 godzin.,1,0.0
368,0,I trzasnął drzwiami.,I trzasnął drzwiami.,I trzasnął drzwiami.,1,0.0
369,0,"Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.","Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.","Żeby nie to ludzkie litowanie, to byśmy i nie czuli tak bardzo, że matka umarła.",1,0.0
370,0,"Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.","Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.","Początkowo z wykorzystaniem form najprostszych, później (zwłaszcza od XV stulecia) rozwijana w postaci dekoracyjnych konstrukcji przyściennych wzbogacanych płaskorzeźbą, sterczynami, kratami, a w części górnej zakończonych arkadkami lub przeźroczami.",1,0.0
373,0,Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.,Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.,Kościół zakonu templariuszy znajduje się obecnie w stanie ruiny.,1,0.0
376,0,"Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.","Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.","Szkocka stolica Edynburg, była pierwszym światowym Miastem Literatury UNESCO.",1,0.0
377,0,Najstarszy istniejący dworzec kolejowy świata.,Najstarszy istniejący dworzec kolejowy świata.,Najstarszy istniejący dworzec kolejowy świata.,1,0.0
378,0,Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.,Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.,Erupcje kilku wulkanów (w tym Mount Melbourne i Buckle) miały miejsce w XIX wieku.,1,0.0
379,0,"Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.","Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.","Cały czas w systemie są wprowadzane zmiany, na ogół wydłużające lub zmieniające trasy przy jej końcach.",1,0.0
381,0,Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.,Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.,Wiedza o dinozaurach pochodzi z badań różnorodnych szczątków kopalnych i innych.,1,0.0
382,0,"Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.","Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.","Rzeka Avon, płynąca od wschodu, z Bath, uformowała tzw. wąwóz Avon, częściowo wygładzony przez wody lodowcowe po ostatnim zlodowaceniu.",1,0.0
383,0,Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.,Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.,Podstawowym motywem emigracji jest wojna i przemoc w kraju rodzimym.,1,0.0
389,0,"Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.","Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.","Choć nie można określić tempa wymierania na podstawie jedynie zapisu kopalnego, różne modele sugerują, że wymieranie następowało z niezwykłą prędkością, nawet w ciągu godzin, a nie lat.",1,0.0
390,0,Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.,Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.,Modrzew (Larix europaea) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 100–120 lat.,1,0.0
391,0,"W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.","W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.","W Polsce, w grodzie Biskupin wszystkie domy, urządzenia obronne i wiele przedmiotów wyposażenia i codziennego użytku były wykonane z drewna.",1,0.0
392,0,Niebieska tkanina w spódnicy góralskiej.,Niebieska tkanina w spódnicy góralskiej.,Niebieska tkanina w spódnicy góralskiej.,1,0.0
393,0,"Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.","Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.","Kwarc w większości przypadków może być rozpoznany poprzez następujące właściwości: duża twardość – rysuje szkło, stal, szklisty połysk, słaba lub niewyraźna łupliwość, przełam muszlowy, szklisty połysk.",1,0.0
395,0,Zaraz potem usłyszałem jego chrapanie.,Zaraz potem usłyszałem jego chrapanie.,Zaraz potem usłyszałem jego chrapanie.,1,0.0
396,0,Rumenit – odmiana spotykana w Rumunii.,Rumenit – odmiana spotykana w Rumunii.,Rumenit – odmiana spotykana w Rumunii.,1,0.0
398,0,"W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.","W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.","W ostatnich dziesięcioleciach kilka dużych lodowców szelfowych u wybrzeży Antarktydy uległo rozpadowi, zwłaszcza wzdłuż Półwyspu Antarktycznego.",1,0.0
401,0,"Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.","Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.","Płynął wzdłuż ogromnej bariery lodowej, nazywanej dziś Lodowcem Szelfowym Rossa.",1,0.0
402,0,Usnęliśmy też zaraz.,Usnęliśmy też zaraz.,Usnęliśmy też zaraz.,1,0.0
403,0,"— Słysz, ty — krzyknąłem mu w ucho.","— Słysz, ty — krzyknąłem mu w ucho.","— Słysz, ty — krzyknąłem mu w ucho.",1,0.0
405,0,"Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.","Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.","Pod powierzchnią morza leży 5,5 miliona kilometrów kwadratowych, 44,7% całego obszaru lądowego.",1,0.0
406,0,"Nazywa się Feliks Mostowiak, herbu gnat!","Nazywa się Feliks Mostowiak, herbu gnat!","Nazywa się Feliks Mostowiak, herbu gnat!",1,0.0
407,0,"Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.","Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.","Najniższa zarejestrowana przez człowieka temperatura naturalnie występująca na Ziemi, −89,2 °C, została stwierdzona 21 lipca 1983 na radzieckiej (obecnie rosyjskiej) stacji polarnej Wostok.",1,0.0
410,0,To nie może być!,To nie może być!,To nie może być!,1,0.0
411,0,Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).,Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).,Niektóre z nich były początkowo obozami wojskowymi (po łacinie castra).,1,0.0
414,0,Idea opierzonych dinozaurów nie obyła się bez kontrowersji.,Idea opierzonych dinozaurów nie obyła się bez kontrowersji.,Idea opierzonych dinozaurów nie obyła się bez kontrowersji.,1,0.0
415,0,"Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.","Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.","Platforma ta jest zbudowana ze zmetamorfizowanych skał z proterozoiku (łupki, gnejsy) oraz kambryjskich skał okruchowych; skały te są uzupełnione intruzjami skał magmowych.",1,0.0
421,0,"Dewon został nazwany od hrabstwa Devon w południowo-zachodniej Anglii, skąd pochodzą pierwsze zbadane skały tego systemu.","Dewon został nazwany od hrabstwa Devon w południowo-zachodniej Anglii, skąd pochodzą pierwsze zbadane skały tego systemu.","Dewon został nazwany od hrabstwa Devon w południowo-zachodniej Anglii, skąd pochodzą pierwsze zbadane skały tego systemu.",1,0.0
422,0,W styczniu 2019 wznowiono nadawanie audycji przygotowywanych przez sekcję rumuńską Radia Wolna Europa (Radio Europa Libera).,W styczniu 2019 wznowiono nadawanie audycji przygotowywanych przez sekcję rumuńską Radia Wolna Europa (Radio Europa Libera).,W styczniu 2019 wznowiono nadawanie audycji przygotowywanych przez sekcję rumuńską Radia Wolna Europa (Radio Europa Libera).,1,0.0
427,0,— Felek! — zawołała matka słabym głosem z łóżka.,— Felek! — zawołała matka słabym głosem z łóżka.,— Felek! — zawołała matka słabym głosem z łóżka.,1,0.0
428,0,"Bardzo wąskie, wygięte w tył skrzydła jerzyków i niektórych sokołów stawiają mały opór powietrza i są przystosowane do wielkich szybkości lotu.","Bardzo wąskie, wygięte w tył skrzydła jerzyków i niektórych sokołów stawiają mały opór powietrza i są przystosowane do wielkich szybkości lotu.","Bardzo wąskie, wygięte w tył skrzydła jerzyków i niektórych sokołów stawiają mały opór powietrza i są przystosowane do wielkich szybkości lotu.",1,0.0
435,0,Szkapę czyściliśmy co dzień.,Szkapę czyściliśmy co dzień.,Szkapę czyściliśmy co dzień.,1,0.0
437,0,Bardzo słabo przewodzi ciepło.,Bardzo słabo przewodzi ciepło.,Bardzo słabo przewodzi ciepło.,1,0.0
438,0,"Zdawało się, że pod tym wzrokiem mur wyszeptałby tajemnicę, gdyby ją posiadał.","Zdawało się, że pod tym wzrokiem mur wyszeptałby tajemnicę, gdyby ją posiadał.","Zdawało się, że pod tym wzrokiem mur wyszeptałby tajemnicę, gdyby ją posiadał.",1,0.0
440,0,"Do 1985 obowiązywał poprzedni system numeracji, według którego oznaczenie E56 dotyczyło trasy: Ponte Garigliano — Caserta — Foggia.","Do 1985 obowiązywał poprzedni system numeracji, według którego oznaczenie E56 dotyczyło trasy: Ponte Garigliano — Caserta — Foggia.","Do 1985 obowiązywał poprzedni system numeracji, według którego oznaczenie E56 dotyczyło trasy: Ponte Garigliano — Caserta — Foggia.",1,0.0
441,0,Co nam po łóżku?,Co nam po łóżku?,Co nam po łóżku?,1,0.0
442,0,"W 2018 dochody województwa wyniosły 1.040.835.988 zł (w tym 435 mln zł dotacji z budżetu państwa, 365,6 mln zł z podatku CIT i 100 mln zł z PIT), a wydatki 1.045.300.683 zł (z czego 578,8 mln zł pochłonęła organizacja transportu na obszarze województwa, 131,8 mln zł ochrona zdrowia i polityka społeczna, 112.6 mln zł kultura i ochrona dziedzictwa narodowego i 39,6 mln zł edukacja).","W 2018 dochody województwa wyniosły 1.040.835.988 zł (w tym 435 mln zł dotacji z budżetu państwa, 365,6 mln zł z podatku CIT i 100 mln zł z PIT), a wydatki 1.045.300.683 zł (z czego 578,8 mln zł pochłonęła organizacja transportu na obszarze województwa, 131,8 mln zł ochrona zdrowia i polityka społeczna, 112.6 mln zł kultura i ochrona dziedzictwa narodowego i 39,6 mln zł edukacja).","W 2018 dochody województwa wyniosły 1.040.835.988 zł (w tym 435 mln zł dotacji z budżetu państwa, 365,6 mln zł z podatku CIT i 100 mln zł z PIT), a wydatki 1.045.300.683 zł (z czego 578,8 mln zł pochłonęła organizacja transportu na obszarze województwa, 131,8 mln zł ochrona zdrowia i polityka społeczna, 112.6 mln zł kultura i ochrona dziedzictwa narodowego i 39,6 mln zł edukacja).",1,0.0
445,0,Zaimponował nam.,Zaimponował nam.,Zaimponował nam.,1,0.0
447,0,"Badania „wielkich, skamieniałych jaszczurów” szybko stały się obiektem wielkiego zainteresowania.","Badania „wielkich, skamieniałych jaszczurów” szybko stały się obiektem wielkiego zainteresowania.","Badania „wielkich, skamieniałych jaszczurów” szybko stały się obiektem wielkiego zainteresowania.",1,0.0
448,0,"Restauracje często mają odpowiedni do charakteru obiektu wystrój wnętrz i specjalizację w rodzaju kuchni (regionalna, narodowa).","Restauracje często mają odpowiedni do charakteru obiektu wystrój wnętrz i specjalizację w rodzaju kuchni (regionalna, narodowa).","Restauracje często mają odpowiedni do charakteru obiektu wystrój wnętrz i specjalizację w rodzaju kuchni (regionalna, narodowa).",1,0.0
450,0,"— Czymże ja was, robaki, odzieję? — rzekł ojciec, patrząc, jakeśmy się jeden do drugiego tulili.","— Czymże ja was, robaki, odzieję? — rzekł ojciec, patrząc, jakeśmy się jeden do drugiego tulili.","— Czymże ja was, robaki, odzieję? — rzekł ojciec, patrząc, jakeśmy się jeden do drugiego tulili.",1,0.0
451,0,"Masowe nagromadzenia skamieniałości skutkują ich skałotwórczym znaczeniem, np. węgiel i torf to nagromadzenia sfosylizowanych szczątków roślinnych, kreda pisząca to nagromadzenia glonów z grupy kokkolitów.","Masowe nagromadzenia skamieniałości skutkują ich skałotwórczym znaczeniem, np. węgiel i torf to nagromadzenia sfosylizowanych szczątków roślinnych, kreda pisząca to nagromadzenia glonów z grupy kokkolitów.","Masowe nagromadzenia skamieniałości skutkują ich skałotwórczym znaczeniem, np. węgiel i torf to nagromadzenia sfosylizowanych szczątków roślinnych, kreda pisząca to nagromadzenia glonów z grupy kokkolitów.",1,0.0
457,0,"Najpierw kroczył Piotruś, nie patrzący drogi, nadeptując małe, świeże, z żółtego piasku sypane grobki dziecięce, ile razy się na wóz obejrzał.","Najpierw kroczył Piotruś, nie patrzący drogi, nadeptując małe, świeże, z żółtego piasku sypane grobki dziecięce, ile razy się na wóz obejrzał.","Najpierw kroczył Piotruś, nie patrzący drogi, nadeptując małe, świeże, z żółtego piasku sypane grobki dziecięce, ile razy się na wóz obejrzał.",1,0.0
458,0,— Anulka!,— Anulka!,— Anulka!,1,0.0
459,0,Jeden milimetr równa się 10-3 m.,Jeden milimetr równa się 10-3 m.,Jeden milimetr równa się 10-3 m.,1,0.0
460,0,"Tu lekarstwa nic nie poradzą, tu dietę trzeba posilną prowadzić","Tu lekarstwa nic nie poradzą, tu dietę trzeba posilną prowadzić","Tu lekarstwa nic nie poradzą, tu dietę trzeba posilną prowadzić",1,0.0
463,0,"Antarktyda nie ma rdzennej ludności i nie ma dowodów, że była widziana przez ludzi aż do XIX wieku.","Antarktyda nie ma rdzennej ludności i nie ma dowodów, że była widziana przez ludzi aż do XIX wieku.","Antarktyda nie ma rdzennej ludności i nie ma dowodów, że była widziana przez ludzi aż do XIX wieku.",1,0.0
465,0,"Najprymitywniejszymi dinozaurami, u których potwierdzono istnienie wydającej dźwięki syrinx, są Enantiornithes, zaliczane już do ptaków.","Najprymitywniejszymi dinozaurami, u których potwierdzono istnienie wydającej dźwięki syrinx, są Enantiornithes, zaliczane już do ptaków.","Najprymitywniejszymi dinozaurami, u których potwierdzono istnienie wydającej dźwięki syrinx, są Enantiornithes, zaliczane już do ptaków.",1,0.0
467,0,"Inne morskie ptaki rozprzestrzeniają się po okresie rozrodczym, wędrując dookoła bez określonych tras migracyjnych.","Inne morskie ptaki rozprzestrzeniają się po okresie rozrodczym, wędrując dookoła bez określonych tras migracyjnych.","Inne morskie ptaki rozprzestrzeniają się po okresie rozrodczym, wędrując dookoła bez określonych tras migracyjnych.",1,0.0
468,0,Może nie spała nawet.,Może nie spała nawet.,Może nie spała nawet.,1,0.0
471,0,Miejscowość jest siedzibą gminy.,Miejscowość jest siedzibą gminy.,Miejscowość jest siedzibą gminy.,1,0.0
472,0,"Około stu gatunków ptaków, włączając miodowody, kacykowate, astryldy i kaczki (m.in. Heteronetta atricapilla) należy do pierwszego typu pasożytów lęgowych, choć najbardziej znane są kukułki.","Około stu gatunków ptaków, włączając miodowody, kacykowate, astryldy i kaczki (m.in. Heteronetta atricapilla) należy do pierwszego typu pasożytów lęgowych, choć najbardziej znane są kukułki.","Około stu gatunków ptaków, włączając miodowody, kacykowate, astryldy i kaczki (m.in. Heteronetta atricapilla) należy do pierwszego typu pasożytów lęgowych, choć najbardziej znane są kukułki.",1,0.0
473,0,W ostatnich latach populacja stała się bardziej zróżnicowana.,W ostatnich latach populacja stała się bardziej zróżnicowana.,W ostatnich latach populacja stała się bardziej zróżnicowana.,1,0.0
474,0,"Składa się z dwóch głównych wysp (Północnej i Południowej) oraz szeregu mniejszych, w tym wyspy Stewart i wysp Chatham.","Składa się z dwóch głównych wysp (Północnej i Południowej) oraz szeregu mniejszych, w tym wyspy Stewart i wysp Chatham.","Składa się z dwóch głównych wysp (Północnej i Południowej) oraz szeregu mniejszych, w tym wyspy Stewart i wysp Chatham.",1,0.0
475,0,Strajki miały też miejsce po odrzuceniu paktu reform z 1832.,Strajki miały też miejsce po odrzuceniu paktu reform z 1832.,Strajki miały też miejsce po odrzuceniu paktu reform z 1832.,1,0.0
477,0,Sosna (Pinus silvestris) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 80–120 lat.,Sosna (Pinus silvestris) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 80–120 lat.,Sosna (Pinus silvestris) – najlepsze właściwości ma drewno pozyskiwane z drzew w wieku 80–120 lat.,1,0.0
479,0,Ptaki drapieżne wyspecjalizowały się w polowaniu na inne ptaki albo ssaki.,Ptaki drapieżne wyspecjalizowały się w polowaniu na inne ptaki albo ssaki.,Ptaki drapieżne wyspecjalizowały się w polowaniu na inne ptaki albo ssaki.,1,0.0
480,0,"Pomimo tego gile tracą w ciągu jednej nocy ponad połowę tłuszczu, nagromadzonego przez dzień.","Pomimo tego gile tracą w ciągu jednej nocy ponad połowę tłuszczu, nagromadzonego przez dzień.","Pomimo tego gile tracą w ciągu jednej nocy ponad połowę tłuszczu, nagromadzonego przez dzień.",1,0.0
481,0,Protokół o ochronie środowiska naturalnego do Układu Antarktycznego z 1991 również ogranicza możliwe konflikty o zasoby naturalne.,Protokół o ochronie środowiska naturalnego do Układu Antarktycznego z 1991 również ogranicza możliwe konflikty o zasoby naturalne.,Protokół o ochronie środowiska naturalnego do Układu Antarktycznego z 1991 również ogranicza możliwe konflikty o zasoby naturalne.,1,0.0
485,0,Model układu atomów w krysztale kwarcu α.,Model układu atomów w krysztale kwarcu α.,Model układu atomów w krysztale kwarcu α.,1,0.0
487,0,"Podstawowymi pierwiastkami wchodzącymi w skład drewna są: węgiel (49,5%), tlen (43,8%), wodór (6,0%), azot (0,2%) i inne.","Podstawowymi pierwiastkami wchodzącymi w skład drewna są: węgiel (49,5%), tlen (43,8%), wodór (6,0%), azot (0,2%) i inne.","Podstawowymi pierwiastkami wchodzącymi w skład drewna są: węgiel (49,5%), tlen (43,8%), wodór (6,0%), azot (0,2%) i inne.",1,0.0
491,0,Oprócz zadrzewionych i trawiastych powierzchni znajdują się tam urządzenia sportowo-rekreacyjne.,Oprócz zadrzewionych i trawiastych powierzchni znajdują się tam urządzenia sportowo-rekreacyjne.,Oprócz zadrzewionych i trawiastych powierzchni znajdują się tam urządzenia sportowo-rekreacyjne.,1,0.0
492,0,Poza tym odznaczają się wysoką aktywnością metaboliczną.,Poza tym odznaczają się wysoką aktywnością metaboliczną.,Poza tym odznaczają się wysoką aktywnością metaboliczną.,1,0.0
493,0,"W jej świetle w skład miasta wchodzą obszary zabudowane przylegające do miasta, niebędące we władaniu rady miejskiej, takie jak Filton, Patchway, Bradley Stoke – jednocześnie wyklucza obszar niezabudowane będące w gestii rady miejskiej.","W jej świetle w skład miasta wchodzą obszary zabudowane przylegające do miasta, niebędące we władaniu rady miejskiej, takie jak Filton, Patchway, Bradley Stoke – jednocześnie wyklucza obszar niezabudowane będące w gestii rady miejskiej.","W jej świetle w skład miasta wchodzą obszary zabudowane przylegające do miasta, niebędące we władaniu rady miejskiej, takie jak Filton, Patchway, Bradley Stoke – jednocześnie wyklucza obszar niezabudowane będące w gestii rady miejskiej.",1,0.0
494,0,"Oprócz wątka sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz wątka sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz wątka sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiej wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.",1,0.026859504132231406
495,0,Na wzór antycznego dramatu stworzyć chciała podobny gatunek teatralno-muzyczny. „Wynalazek” ich udoskonalił Claudio Monteverdi w Mantui i tak powstała opera.,Na wzór antycznego dramatu stworzyć chciała podobny gatunek teatralno-muzyczny. „Wynalazek” ich udoskonalił Claudio Monteverdi w Mantui i tak powstała opera.,Na wzór antycznego dramatu stworzyć chciała podobny gatunek teatralno-muzyczny. „Wynalazek” ich udoskonalił Claudio Monteverdi w Mantui i tak powstała opera.,1,0.0
