,type,source_sentence,target_sentence,generated_text,score,lev
291,1,"Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu sędzia kazał ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.","Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu osoba sędziowska kazała ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.","Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu osoba sędziowska kazała ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.",1,0.0
293,1,"Utalentowana artystka zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.","Utalentowana osoba artystyczna zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.","Utalentowana osoba artystyczna zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.",1,0.0
294,1,"W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz żołnierzy badających skażenie chemiczne.","W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt osób saperskich, łącznościowych oraz żołnierskich badających skażenie chemiczne.","W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz osób żołnierskich badających skażenie chemiczne.",0,0.06870229007633588
295,1,Szefa UOP nie będzie kontrolował minister lub premier - jego pozycja będzie mocniejsza niż ich.,Osoby szefowską UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.,Osoba szefa UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.,1,0.05128205128205128
296,1,Dwóch rannych żołnierzy jest w stanie krytycznym.,Dwie ranne osoby żołnierskie są w stanie krytycznym.,Dwóch rannych osób żołnierskich jest w stanie krytycznym.,1,0.22807017543859648
298,1,Imprezę otworzyła gospodarz obiektu „Beskid Brenna” Urszula Maryanek.,Imprezę otworzyła osoba gospodarska obiektu „Beskid Brenna” Urszula Maryanek.,Imprezę otworzyła osoba gospodarska obiektu „Beskid Brenna” Urszula Maryanek.,1,0.0
299,1,Wtedy wyraźnie widać czym inpirował się autor.,Wtedy wyraźnie widać czym inpirowała się osoba autorska.,Wtedy wyraźnie widać czym inpirowała się osoba autorska.,1,0.0
300,1,"Do gabinetu Ryszarda Kalisza, pełniącego obowiązki szefa Kancelarii Prezydenta RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.","Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szzefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.","Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.",1,0.006535947712418301
301,1,"Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.","Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłe osoby drwalskie.","Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.",0,0.06944444444444445
302,1,"Co trzeci badany przez Demoskop sądzi, że policjanci, którzy kiedyś byli milicjantami,  ""wolą obecną służbę"" , jednak co piąty uważa, że  ""tęsknią do niej"" .","Co trzecia osoba badana przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi,  ""wolą obecną służbę"" , jednak co piąta uważa, że  ""tęsknią do niej"" .","Co trzeci badany przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi, ""wolą obecną służbę"" , jednak co piąta uważa, że ""tęsknią do niej"" .",1,0.05555555555555555
303,1,"Dzięki swojej wiedzy rzeczoznawca może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny","Dzięki swojej wiedzy osoba rzeczoznawcza może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny","Dzięki swojej wiedzy osoba rzeczoznawcza może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny",1,0.0
304,1,"Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 wiceburmistrz gminy Ćmielów, 1999-2000 - dyrektor Domu Kultury w Ćmielowie, od stycznia 2003 roku dyrektor Biura Wystaw Artystycznych w Ostrowcu.","Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 osoba wiceburmistrzowska gminy Ćmielów, 1999-2000 - osoba dyrektorska Domu Kultury w Ćmielowie, od stycznia 2003 roku osoba dyrektorska Biura Wystaw Artystycznych w Ostrowcu.","Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 osoba wiceburmistrzowska gminy Ćmielów, 1999-2000 - osoba dyrektorska Domu Kultury w Ćmielowie, od stycznia 2003 roku osoba dyrektorska Biura Wystaw Artystycznych w Ostrowcu.",1,0.0
307,1,"Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić prezydenta w trakcie kadencji.","Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić osobę prezydencką w trakcie kadencji.","Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić osobę prezydencką w trakcie kadencji.",1,0.0
309,1,"Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.","Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.","Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.",1,0.0
313,1,"Daniel Passent obawia się (""T"" nr 35) emigrantów arabskich z ich nietolerancją religijną i radykalizmem.","Daniel Passent obawia się (""T"" nr 35) osób emigranckich arabskich z ich nietolerancją religijną i radykalizmem.","Daniel Passent obawia się (""T"" nr 35) osób emigrantskich arabskich z ich nietolerancją religijną i radykalizmem.",1,0.017857142857142856
320,1,CKM: Swego czasu porównał pan życie jazzmana do życia linoskoczka.,CKM: Swego czasu porównał pan życie osoby jazzmeńskiej do życia osoby linoskockiej.,CKM: Swego czasu porównał pan życie osoby jazzmańskiej do życia linoskoczka.,1,0.13253012048192772
321,1,"Naczelnik nie pomagał przenosić papierosów, ale brał udział w rozliczeniu finansowym.","Osoba naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.","Osoba Naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.",1,0.010526315789473684
323,1,"Że pusto?... no, bo... jak właścicielka często choruje...","Że pusto?... no, bo... jak osoba właścicielska często choruje...","Że pusto?... no, bo... jak osoba właścicielska często choruje...",1,0.0
326,1,"No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych aktorów udział w gniocie może być krokiem rujnującym przyszłą karierę.","No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych osób aktorskich udział w gniocie może być krokiem rujnującym przyszłą karierę.","No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych osób aktorskich udział w gniocie może być krokiem rujnującym przyszłą karierę.",1,0.0
328,1,"Prezydent to zrobił, żeby Krajowa Rada nie była zbyt długo bez szefa.","Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez osoby szefowskiej.","Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez szefa.",1,0.14444444444444443
330,1,"- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią policjanci.","- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią osoby policjanckie.","- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią osoby policjanckie.",1,0.0
331,1,W Kancelarii Premiera trwały w czwartek przygotowania do zmiany rządu.,W Kancelarii Osoby Premierskiej trwały w czwartek przygotowania do zmiany rządu.,W Kancelarii Osoby Premerskiej trwały w czwartek przygotowania do zmiany rządu.,1,0.0125
332,1,"Cieśla często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.","Osoba ciesielska często sam powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.","Osoba ciesielska często sama powleka drewno środkami grzybobójczymi, owadobójczymi i uodparniającymi na ogień oraz przeciwdziałającymi przyczepności betonu do drewna.",1,0.006024096385542169
334,1,"Mówi, że filolożka spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.","Mówi, że osoba filologiczna spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.","Mówi, że osoba filologiczna spokojnie mogłaby zrezygnować z pracy i utrzymywać się jedynie z udzielania korepetycji.",1,0.0
341,1,"Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.","Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję osób kardynalskich, wyznaczającą osobą zwierzchniczą Kościoła katolickiego osobę duchowną z kraju komunistycznego.","Dziś, po latach od owego 16 października 1978 roku, nie pamiętamy już z całą wyrazistością pierwszych reakcji w świecie na decyzję kardynałów, wyznaczającą zwierzchnikiem Kościoła katolickiego duchownego z kraju komunistycznego.",0,0.12244897959183673
342,1,Wiceprezydentem została żona posła - pielęgniarka.,Osobą wiceprezydencką została żona osoby poselskiej - osoba pielęgniarska.,Osoba wiceprezydencka została żona osoby poselskiej - osoba pielęgniarska.,1,0.02702702702702703
343,1,Ekipa realizatorów czwartej części „Idola” gościła także na Podkarpaciu.,Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.,Ekipa osób realizatorskich czwartej części „Idola” gościła także na Podkarpaciu.,1,0.0
346,1,"Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy podatnika.","Ponieważ podatek za rok 2007 nie występuje, pobrane przez osoby płatnicze w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatnicze.","Ponieważ podatek za rok 2007 nie występuje, pobrane przez płatników w trakcie roku podatkowego zaliczki na poczet podatku dochodowego stanowią nadpłatę i podlegają zwrotowi na rachunek bankowy osoby podatniczej.",1,0.046296296296296294
347,1,Będzie z niego dobry trener?,Będzie z niego dobra osoba trenerska?,Będzie z niego dobry osoba trenerska?,1,0.02702702702702703
350,1,"- Gdyby pozwolił, nie bawiłabym się w fałszerza.","- Gdyby pozwolił, nie bawiłabym się w osobę fałszerską.","- Gdyby pozwolił, nie bawiłabym się w fałszerza.",0,0.16363636363636364
352,1,"Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy ratownicy wydobyli go ze śniegu.","Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy osoby ratownicze wydobyły go ze śniegu.","Jeden mężczyzna odniósł tak ciężkie obrażenia, że zmarł wkrótce po tym, kiedy osoby ratownicze wydobyły go ze śniegu.",1,0.0
353,1,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili policjanci z Poznania.,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbiły osoby policjanckie z Poznania.,Największą w Polsce szajkę rozpowszechniającą dziecięcą pornografię rozbili osoby policjanckie z Poznania.,1,0.018867924528301886
354,1,"Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związanego z SLD dyrektora Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.","Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osobę dyrektorską Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.","Centroprawicowy zarząd województwa mazowieckiego zamierza odwołać Czesława Nieradkę, związaną z SLD osoby dyrektorskiej Wojewódzkiego Ośrodka Ruchu Drogowego w Ciechanowie.",1,0.023255813953488372
355,1,- Uwaga - uwaga - to łączniczka.,- Uwaga - uwaga - to osoba łącznicza.,- Uwaga - uwaga - to łączniczka.,0,0.1891891891891892
356,1,"- Żołnierz, dobry żołnierz lubi walczyć tam, gdzie zwycięża.","- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie zwycięża.","- Osoba żołnierska, dobra osoba żołnierska lubi walczyć tam, gdzie osoba zwycięża.",1,0.07317073170731707
358,1,"Logopedka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.","Osoba logopedzka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.","Osoba logopedzka może poczuć na własnej skórze, a właściwie na własnym języku, jak wygląda życie z aparatem ruchomym.",1,0.0
361,1,"Astrobiolog Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.","Osoba astrobiologiczna Bruce Runnegar wraz z kolegami z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.","Osoba astrobiologiczna Bruce Runnegar wraz z osobami kolegowymi z University of California w Los Angeles wysunął dość nietypową hipotezę, że zarzewiem katastrofy było drobne, chaotyczne zakłócenie w ruchu planet.",1,0.05188679245283019
362,1,3. Harcerz jest pożyteczny i niesie pomoc bliźnim.,3. osoba harcerska jest pożyteczny i niesie pomoc bliźnim.,3. Osoba harcerska jest pożyteczna i niesie pomoc bliźnim.,1,0.034482758620689655
363,1,"- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i rolnicy wykonuje prace własnym sprzętem.","- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osoba rolnicza wykonuje prace własnym sprzętem.","- Wynika to z faktu, że co roku zwiększa się zmechanizowanie gospodarstw i osób rolniczych wykonuje prace własnym sprzętem.",1,0.04065040650406504
371,1,Ta artystka jest najbardziej wziętą organizatorką przyjęć w Trójmieście.,Ta osoba artystyczna jest najbardziej wziętą organizatorką przyjęć w Trójmieście.,Ta osoba artystyczna jest najbardziej wziętą osobą organizatorską przyjęć w Trójmieście.,1,0.07954545454545454
372,1,Później strzałami w powietrze sterroryzował kasjerkę i zmusił ją do wydania pieniędzy.,Później strzałami w powietrze sterroryzował osobę kasjerską i zmusił ją do wydania pieniędzy.,Później strzałami w powietrze sterroryzował osobę kasjerską i zmusił ją do wydania pieniędzy.,1,0.0
374,1,Radość piłkarzy Kluczevii po wywalczeniu awansu do czwartej ligi.,Radość osób piłkarskich Kluczevii po wywalczeniu awansu do czwartej ligi.,Radość osób piłkarskich Kluczevii po wywalczeniu awansu do czwartej ligi.,1,0.0
375,1,Nie ma takiego leku ani terapii - mówi psychoterapeuta Lin Jing Hua.,Nie ma takiego leku ani terapii - mówi osoba psychoterapeucka Lin Jing Hua.,Nie ma takiego leku ani terapii - mówi osoba psychoterapeucka Lin Jing Hua.,1,0.0
380,1,On sam znajduje sobie partnerki.,On sam znajduje sobie osoby partnerskie.,On sam znajduje sobie osoby partnerskie.,1,0.0
384,1,"Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.","Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzyła ze swego podwórka nieszczęśliwa osoba krawiecka, Abraham Gold.","Na ten sam żółty księżyc, zjawiający się i znikający bez ustanku, patrzył ze swego podwórka nieszczęśliwy krawiec, Abraham Gold.",0,0.072992700729927
385,1,Szofer! - usłyszał w odpowiedzi.,Osobo szoferska! - usłyszał w odpowiedzi.,Osoba szoferska! - usłyszała w odpowiedzi.,1,0.047619047619047616
386,1,Artystka zażądała czarnej kotary i profesjonalnego oświetlenia.,Osoba artystyczna zażądała czarnej kotary i profesjonalnego oświetlenia.,Osoba artystyczna zażądała czarnej kotary i profesjonalnego oświetlenia.,1,0.0
387,1,"Na przykład ""Zyta Gilowska jest agentką"".","Na przykład ""Zyta Gilowska jest osobą agencką”.","Na przykład ""Zyta Gilowska jest osobą agentską"".",1,0.0625
388,1,"Kto by nie chciał mieć wszystkiego w tubce, jak kosmonautka?","Kto by nie chciał mieć wszystkiego w tubce, jak osoba kosmonaucka?","Kto by nie chciał mieć wszystkiego w tubce, jak osoba kosmonaucka?",1,0.0
394,1,"Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od pielęgniarek, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.","Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od osób pielęgniarskich, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.","Potrafi niejedno powiedzieć przed kamerami, w odległości 30 metrów od osób pielęgniarskich, ale nie potrafi tego samego powiedzieć im w oczy, gdy wychodzi z kancelarii na drugą stronę ulicy O tym, że tych efektów na pewno by nie było, mogliśmy się przekonać już dawniej.",1,0.0
397,1,"Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).","Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla solistów z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).","Pisywano utwory solowe (sonata da chiesa, sonata da camera), concerti grossi na orkiestry oraz koncerty dla osób solistycznych z towarzyszeniem orkiestry (najsławniejsze – Antonio Vivaldi).",1,0.06349206349206349
399,1,Każdy sędzia będzie miał pod pulpitem dwa guziki.,Każda osoba sędziowska będzie miała pod pulpitem dwa guziki.,Każda osoba sędziowska będzie miała pod pulpitem dwa guziki.,1,0.0
400,1,"Zapytana w czwartkowym wywiadzie o artystów, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda piosenkarka wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.","Zapytana w czwartkowym wywiadzie o osoby artystyczne, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.","Zapytana w czwartkowym wywiadzie o osobach artystycznych, z którymi najbardziej chciałaby zaśpiewać i z którymi planuje zorganizowanie wspólnego nagrania, młoda osoba piosenkarska wymieniła trzy osoby: Madonnę, Michaela Jacksona i Janet Jackson.",1,0.024489795918367346
404,1,"Detektyw pracował dla aresztowanego ze Śląska, Henryka M. (51 l.).","Osoba detektywistyczna pracowała dla aresztowanego ze Śląska, Henryka M. (51 l.).","Osoba detektywistyczna pracowała dla aresztowanego ze Śląska, Henryka M. (51 l.).",1,0.0
408,1,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska etnografka Pearl Binder.,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba zajmująca się etnografią Pearl Binder.,Badania polskiej sztuki ludowej prowadziła na jesieni 1959 r. angielska osoba etnografska Pearl Binder.,1,0.14655172413793102
409,1,Dyrektor firmy Palm przeprowadził pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.,Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.,Osoba dyrektorska firmy Palm przeprowadziła pierwszą bezpieczną transakcję płatności na odległość przy pomocy firmy Visa International oraz mieszczącego się w dłoni urządzenia PDA - minikomputera (palmtopa) funkcjonującego w oparciu o technologie bezprzewodowe.,1,0.0
412,1,"Pomysł upadł, bo koalicja trzymała z prezydentem, a ten stał murem za Eskadrą.","Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ten stał murem za Eskadrą.","Pomysł upadł, bo koalicja trzymała z osobą prezydencką, a ta stała murem za Eskadrą.",1,0.03571428571428571
413,1,To sędzia może na kundelka nałożyć zakaz szczekania.,To osoba sędziowska może na kundelka nałożyć zakaz szczekania.,To osoba sędziowska może na kundelkę nałożyć zakaz szczekania.,1,0.016129032258064516
416,1,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie producentów.,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silne ekonomicznie osoby producenckie.,Rząd chce także zakazać niektórych form premiowania sprzedaży stosowanych przez wielkie sieci handlowe i silnych ekonomicznie osób producentskich.,1,0.06164383561643835
417,1,"""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.","""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie osoby prackiej.","""Człowiek, który wyznaje cudze grzechy; czuje się czysty jak lilia w ogrodzie praczki.",0,0.0967741935483871
418,1,Ogółem ponad dwa tysiące żołnierzy Pierwszej Armii było już na warszawskim brzegu.,Ogółem ponad dwa tysiące osób żołnierskich Pierwszej Armii było już na warszawskim brzegu.,Ogółem ponad dwa tysiące osób żołnierskich Pierwszej Armii było już na warszawskim brzegu.,1,0.0
419,1,"Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż policjant, który strzelał wraz ze mną - wyznał minister Wiesław Walendziak, nowy szef kancelarii premiera Jerzego Buzka.","Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż osoba policjancka, która strzelała wraz ze mną - wyznała osoba ministerska Wiesław Walendziak, nowa osoba szefowska kancelarii osoby premierskiej Jerzego Buzka.","Niedawno, tak z czystej ciekawości strzelałem z prawdziwego colta i okazało się, że mam lepszy wynik niż osoba policjancka, która strzelała wraz ze mną - wyznała osoba ministerska Wiesław Walendziak, nowa osoba szefowska kancelarii osoby premierskiej Jerzego Buzka.",1,0.0
420,1,Pewnie to jakiś maruder albo konfederat.,Pewnie to jakaś osoba maruderska albo konfederacka.,Pewnie to jakiś maruder albo osoba konfederacka.,1,0.3137254901960784
423,1,"Kilkunastu opolskich policjantów szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.","Kilkunaście opolskich osób policjanckich szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.","Kilkunastu opolskich osób policjanckich szukało w piątek wieczorem 4-letniej dziewczynki, która wyszła z domu przy ul. Fiołkowej w Grudzicach.",1,0.027972027972027972
424,1,"Stan cywilny: wdowiec, jedno dziecko (farmaceuta w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem"").","Stan cywilny: wdowiec, jedno dziecko (osoba farmaceucka w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem"").","Stan cywilny: wdowiec, jedno dziecko (osoba farmaceucka w najstarszej aptece w Nowym Sączu, w rynku ""Pod Orłem"").",1,0.0
425,1,Jeszcze jedna wychowawczyni była w czasie jakichś tam zaocznych studiów biologii.,Jeszcze jedna osoba wychowawcza była w czasie jakichś tam zaocznych studiów biologii.,Jeszcze jedna osoba wychowawcza była w czasie jakichś tam zaocznych studiów biologii.,1,0.0
426,1,"Wąsaty, czyli redaktor naczelny Jan Matysiak, rządził ""Bazarem"" żelazną ręką.","Wąsaty, czyli osoba redaktorska naczelna Jan Matysiak, rządziła ""Bazarem"" żelazną ręką.","Wąsaty, czyli osoba redaktorska naczelna Jan Matysiak, rządziła ""Bazarem"" żelazną ręką.",1,0.0
429,1,"Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego minister ochrony środowiska.","Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego osoba ministerska ochrony środowiska.","Wciąż nie wiadomo jednak, jakie propozycje pracy ma dla niego osoba ministerska ochrony środowiska.",1,0.0
430,1,Monopoliści nakręcą inflację.,Osoby monopolistyczne nakręcą inflację.,Monopoliści nakręcą inflację.,0,0.3333333333333333
431,1,- Tylko socjaliści mogli to wymyślić - mówił Scruton.,- Tylko osoby socjalistyczne mogły to wymyślić - mówił Scruton.,- Tylko osoby socjalistyczne mogły to wymyślić - mówił Scruton.,1,0.0
432,1,"Dawna studentka Szkoły Filmowej w Pradze, Agnieszka Holland, dla Polskiego Radia: ""Nie wiem, kto wpadł na ten pomysł, jak to się zrodziło.","Dawna osoba studencka Szkoły Filmowej w Pradze, Agnieszka Holland, dla Polskiego Radia: ""Nie wiem, kto wpadł na ten pomysł, jak to się zrodziło.","Dawna osoba studencka Szkoły Filmowej w Pradze, Agnieszka Holland, dla Polskiego Radia: ""Nie wiem, kto wpadł na ten pomysł, jak to się zrodziło.",1,0.0
433,1,"Moja pani doktor twierdzi, że lekarze sami nie bardzo wiedzą, co to, ale panuje na sporym obszarze na południe od Warszawy.","Moja osoba doktorska twierdzi, że osoby lekarskie same nie bardzo wiedzą, co to, ale panuje na sporym obszarze na południe od Warszawy.","Moja osoba doktorska twierdzi, że osoby lekarskie same nie bardzo wiedzą, co to, ale panuje na sporym obszarze na południe od Warszawy.",1,0.0
434,1,"W opinii Andrzejewskiego dzięki wprowadzonym zmianom to sędzia będzie określać, co jest, a co nie jest pornografią.","W opinii Andrzejewskiego dzięki wprowadzonym zmianom to osoba sędziowska będzie określać, co jest, a co nie jest pornografią.","W opinii Andrzejewskiego dzięki wprowadzonym zmianom to osoba sędziowska będzie określać, co jest, a co nie jest pornografią.",1,0.0
436,1,Za największego znawcę ich zachowań uchodzi holenderski prymatolog.,Za największego znawcę ich zachowań uchodzi holenderska osoba prymatologiczna.,Za największą osobę znawczą ich zachowań uchodzi holenderska osoba prymatologiczna.,1,0.0963855421686747
439,1,- Nie ma tłumaczki.,- Nie ma osoby tłumaczącej.,- Nie ma tłumaczki.,0,0.37037037037037035
